documento,topicos_provaveis
101.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
103.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'bonsai vaso água terra árvore poda planta solo tronco arame', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
105.txt,"['plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
108.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
110.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
111.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
115.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
119.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
124.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
127.txt,"['plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
129.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'banana processo alimentos produto purê fruta chips água processamento frutas', 'solo água planta cultivo diluição lata dois medida poda globo']"
131.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
135.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
136.txt,"['bonsai vaso água terra árvore poda planta solo tronco arame', 'solo água controle planta produção plantio técnicas al fonte brasileiro', 'plantio solo área madeira técnicas florestal fonte corte produção brasileiro']"
145.txt,"['plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
150.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'al controle técnicas crescimento fonte planta poda serviço topiaria acesso', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
152.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
153.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
163.txt,"['plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
177.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
181.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
184.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
188.txt,"['plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
19.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'café secagem embalagem grãos produto qualidade controle al processo solo', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
196.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
206.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'limão laranja suco solo produção feijão casca plantio planta água', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
211.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
214.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
217.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
219.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'al controle técnicas crescimento fonte planta poda serviço topiaria acesso', 'plantio solo área madeira técnicas florestal fonte corte produção brasileiro']"
229.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
231.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'limão laranja suco solo produção feijão casca plantio planta água', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
232.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'jardim caju al cajueiro castanha acesso controle plantio planta solo', 'plantio solo área madeira técnicas florestal fonte corte produção brasileiro']"
233.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
236.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
238.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
24.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
249.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
254.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
255.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
256.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
258.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
262.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
27659.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
27663.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
27665.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
27670.txt,"['plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
27672.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
27674.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
27693.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
294.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
297.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
299.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
307.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
31.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
323.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
324.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
325.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
326.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
327.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
45.txt,"['plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
4587.txt,"['plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
4589.txt,"['plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
5431.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
5439.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'cupuaçu cupuaçuzeiro al polpa fruto fermentação cacau beneficiamento processo leite', 'solo água planta cultivo diluição lata dois medida poda globo']"
5658.txt,"['plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
5660.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
5666.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
5668.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'jardim caju al cajueiro castanha acesso controle plantio planta solo', 'plantio solo área madeira técnicas florestal fonte corte produção brasileiro']"
5673.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
5674.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
5680.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
5681.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
5685.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
5688.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'cupuaçu cupuaçuzeiro al polpa fruto fermentação cacau beneficiamento processo leite', 'solo água planta cultivo diluição lata dois medida poda globo']"
5689.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
5697.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
5698.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'al controle técnicas crescimento fonte planta poda serviço topiaria acesso', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
5702.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'tabaco solo fumo planta fonte cultivo plantio produção acesso controle', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
5713.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
5714.txt,"['plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
5719.txt,"['al controle técnicas crescimento fonte planta poda serviço topiaria acesso', 'solo água controle planta produção plantio técnicas al fonte brasileiro', 'plantio solo área madeira técnicas florestal fonte corte produção brasileiro']"
6111.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
6118.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
77.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
82.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
83.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento', 'solo água planta cultivo diluição lata dois medida poda globo']"
89.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
9056.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'água planta cultivo acesso solo jardim sobre bem brasileiro fonte', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
9058.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
91.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
92.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
96.txt,"['solo água controle planta produção plantio técnicas al fonte brasileiro', 'plantio solo área madeira técnicas florestal fonte corte produção brasileiro', 'solo planta cultura óleo controle girassol produção milho produtos desenvolvimento']"
